Timestamp,Street,Event,Details
2025-10-12T18:41:39.509019,Arawa Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.510026,Arawa Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.512058,Arimu Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.513566,Artillery Drive,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.514638,Artistry Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.516706,Bates Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.518721,Beardmore Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.520734,Bei Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.521736,Belgrave Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.524293,Bellbird Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.525302,Bhangal Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.527315,Bravery Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.529733,Brightwell Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.530739,Alliance Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.533254,Bunnythorpe Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.534352,Busing Avenue,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.536386,Calvert Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.538398,Campbell Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.540478,Captain Rings Drive,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.542492,Cargill Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.543489,Chapel Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.545688,Charles Henry Way,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.547718,Clayden Shuttleworth Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.549731,Clevedon Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.551776,Coles Crescent,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.553283,Combat Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.555425,Command Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.556427,Cooper Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.558446,Corkill Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.560459,Corporal Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.562551,Cosgrave Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.564057,Courage Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.566098,Crestview Rise,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.568112,Creswell Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.570236,Croskery Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.572258,Darley Way,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.573758,Dignity Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.575771,Dittmer Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.577793,Don Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.579244,Duke Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.581258,Edmund Hillary Avenue,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.582264,Emmerdale Avenue,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.584844,Ettrick Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.586853,Evans Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.588866,Fairdale Avenue,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.589872,Farmland Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.592132,Fermi Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.593639,Fernaig Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.595884,Frazen Avenue,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.596891,Fredrick Hanson Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.598909,Gallantry Crescent,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.600975,Gills Avenue,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.603489,Glenburn Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.604573,Green Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.606640,Hapai Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.608815,Harper Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.610828,Heard Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.611830,Heathdale Crescent,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.614411,Heihei Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.615438,Hill Crescent,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.617476,Hoia Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.619489,Honour Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.621501,Huahua Crescent,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.623504,Huritao Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.624978,Imjin Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.627173,Infantry Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.629217,Ingram Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.631265,Jack Farrell Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.633268,Ohiwa Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.634827,Kaipara Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.636858,Kapuarangi Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.638871,Keeney Court,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.641120,Kerry Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.642130,Kirikiri Drive,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.644659,Kokako Rise,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.646921,Korakora Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.648934,Kukutai Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.650976,Lamborn Drive,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.651983,Lansdown Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.654517,Papauma Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.656707,Laurie Avenue,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.658722,Leadership Crescent,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.660736,Liberation Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.662057,Liddesdale Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.664615,Lieutenant Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.666707,Loris Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.668720,Maadi Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.670732,Mangatiti Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.673281,Margaret Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.675380,Margaret Williams Drive,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.676386,Markedo Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.679081,Marne Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.681095,Marples Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.683609,Matheson Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.685703,Maurice Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.687717,Melgran Avenue,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.689730,Menary Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.691748,Mettle Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.693255,Military Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.695887,Millfield Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.697918,Milson Drive,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.699959,Minhas Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.701973,Montana Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.704550,Mountbatten Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.705703,Nagra Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.707725,Rollerson Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.709751,Nykki Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.712057,John Burn Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.714632,Okawa Avenue,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.716734,Old Villa Way,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.718748,Old Wairoa Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.720762,Olympic Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.721768,Ope Taua Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.724318,Oregon Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.726611,Orion Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.728724,Osborne Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.730738,O'Shannessey Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.731745,Pakaraka Drive,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.735283,Lauren Grove,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.737296,Papaview Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.739314,Parachute Crescent,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.741346,Parahau Road,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.743351,Paretaiuru Crescent,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.744863,Parker Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.747896,Pasla Close,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.749939,Patea Place,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.751949,Pembrook Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.753455,Pohuehue Lane,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.755560,Poruru Close,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.757591,Pratt Street,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.759603,President Avenue,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
2025-10-12T18:41:39.762057,Prosper Way,Reclassify To Clean,"Status='Available', Final Status='Fail' → clean"
